,0
run_id,0.0
n_neighbors,24.0
min_cluster_size,6.0
min_samples,4.0
cluster_selection_epsilon,0.1
label_count,3.0
dbcv,0.014832230367974838
llm_score,1.0
final_cost,0.5074161151839874
