,10
run_id,10.0
n_neighbors,27.0
min_cluster_size,9.0
min_samples,4.0
cluster_selection_epsilon,0.2
label_count,7.0
dbcv,0.25170226415866204
llm_score,1.0
final_cost,0.625851132079331
