,4
run_id,4.0
n_neighbors,15.0
min_cluster_size,6.0
min_samples,14.0
cluster_selection_epsilon,0.2
label_count,6.0
dbcv,0.3185192157332464
llm_score,1.0
final_cost,0.6592596078666232
